"Item ID","Unit Qty",UOM,Unit_Price,Quote_Number,"Sort ID",Note,approve_date
AJ8Q,1.00,SF,5.75,29466,1,T3,05/26/2022
K835335,1.00,SF,3.99,29466,2,T5,05/26/2022
K835346,1.00,SF,3.99,29466,3,T6,05/26/2022
ST23054,1.00,SF,13.59,29466,4,T13,05/26/2022
ABS2606,1.00,SF,3.79,29466,5,"T14 - Special Order - Please Check ETA when Ordering",05/26/2022
OPUS6611069,1.00,SF,22.50,29466,6,"T15  - Special Order - Please Check ETA when Ordering",05/26/2022
TA55094125,1.00,EA,61.00,29466,7,"(USED FOR  T1, T2, T7, T8, T9, T10, & T13)",05/26/2022
TA55099425,1.00,EA,61.00,29466,8,"Used for T3",05/26/2022
TA55094925,1.00,EA,61.00,29466,9,"(USED FOR  T4, T5 & T6)",05/26/2022
TA55093125,1.00,EA,61.00,29466,10,"T11, T12, T14, & T15",05/26/2022
TA155133,1.00,EA,27.00,29466,11,"Color TBD - Caulking for movements joints and Transitions",05/26/2022
TA200,1.00,EA,25.76,29466,12,,05/26/2022
TA487,1.00,EA,29.95,29466,13,,05/26/2022
TA5605G,1.00,EA,335.00,29466,14,,05/26/2022
ICBLP24,1.00,SF,8.19,29466,15,T1A,05/26/2022
ICBLP2448,1.00,SF,9.95,29466,16,T1B,05/26/2022
ICBLM24,1.00,SF,6.50,29466,17,,05/26/2022
ICBLM2448,1.00,SF,6.59,29466,18,,05/26/2022
A000,1.00,SF,25.95,29466,19,"756429 T10A: REX 64X126 PREXIOUS THUNDERNIGHT GLOSSY REC (6MM)",05/26/2022
A000,1.00,SF,16.50,29466,20,"757734 T10B: REX 48X111 PREXIOUS THUNDERNIGHT MAT REC (6MM)
T10B",05/26/2022
735843,1.00,SF,27.50,29466,21,"Qty TBD",05/26/2022
A000,1.00,CTN,108.00,29465,1,"Roppe 4X120ft Pinnacle Rubber Cove - Color TBD - Roll 120Ft",05/26/2022
VM360R,1.00,SF,5.29,29465,2,,05/26/2022
TA650927F25,1.00,EA,23.00,29465,3,,05/26/2022
VMB600R,1.00,PC,13.49,29465,4,"Coem 3 1/2"" x24"" Valmalenco Battiscopa - Special Order - Minimum 8 Weeks ETA",05/26/2022
NH6306,1.00,SF,4.59,29465,5,"Qty TBD",05/26/2022
VM603R,1.00,SF,5.29,29465,6,,05/26/2022
BI367R,1.00,SF,4.59,29465,7,,05/26/2022
LAR25847,1.00,SF,5.89,29465,8,"Qty TBD",05/26/2022
5292,1.00,SF,7.79,29465,9,"Qty TBD",05/26/2022
JW02P1224,1.00,SF,9.99,29465,10,"Qty TBD",05/26/2022
