"Item ID","Unit Qty",UOM,Unit_Price,Quote_Number,"Sort ID",Note,approve_date
A000,472.00,SF,4.51,32987,1,"Mirage 300x600 Glocal Classic",08/31/2023
A000,472.00,SF,4.51,32987,2,"Mirage 300x600 Glocal Classic",08/31/2023
A000,1.00,PC,6.78,32986,1,"Casalgrande - DRAGON BLACK - ALWAYS NATURAL FINISH - Amazzonia - 9830
cm 2x30 - 3/4”x113/4”",08/30/2023
A000,1.00,PC,13.90,32986,2,"Casalgrande - DRAGON BLACK - ALWAYS NATURAL FINISH - Amazzonia - . 9833
2x2cm - 3/4”x3/4”",08/30/2023
A000,1.00,PC,18.44,32986,3,"Casalgrande - DRAGON BLACK - ALWAYS NATURAL FINISH - Amazzonia -  9834 - 5x5x2cm - 17/8”x17/8”x3/4” - OUTSIDE COVE CORNER",08/30/2023
A000,1.00,PC,5.90,32986,4,"Casalgrande - DRAGON BLACK - FINISH NATURAL OR GRIP - Amazzonia - Bordo
Terminale Gradino B.C.9x60cm  - 31/2”x235/8”",08/30/2023
A000,1.00,EA,13.23,32986,5,"Casalgrande - DRAGON BLACK - GRIP FINISH - Amazzonia -  9837 - 3x3CM - 11/8”x11/8” - OUTSIDE BULLNOSE CORNER",08/30/2023
A000,1.00,PC,12.47,32986,6,"Casalgrande - DRAGON BLACK - GRIP FINISH - Amazzonia -  9560 - 33x90cm - 13” x353/8” - NATURAL",08/30/2023
A000,1.00,SF,4.35,32986,7,"Casalgrande - DRAGON BLACK - GRIP FINISH - Amazzonia - 30 x 30 cm -11 3/4"" x 11 3/4"" - 9 mm",08/30/2023
A000,1.00,SF,4.82,32986,8,"Casalgrande - DRAGON BLACK FINISH - 45 x 90 cm - Amazzonia - 17 3/4"" x 35 3/8"" - 10 mm",08/30/2023
A000,1.00,SF,4.35,32986,9,"Casalgrande - DRAGON BLACK - Amazzonia -  30 x 30 cm -11 3/4"" x 11 3/4"" - 9 mm",08/30/2023
A000,1.00,SF,4.95,32986,10,"Casalgrande - Mosaico 3""x3"" - Amazzonia -  (30 x 30 cm -11 3/4"" x 11 3/4"") NET ON THE GOOD FACE SUGGESTED ON WET AREAS",08/30/2023
A000,1.00,SF,5.35,32986,11,"Casalgrande - Mosaico 3""x3"" - Amazzonia -  (30 x 30 cm -11 3/4"" x 11 3/4"") NET ON THE BACK SUGGESTED FOR DRY ZONES ONLY",08/30/2023
A000,1.00,SF,4.85,32986,12,"Casalgrande - Mosaico 6""x6"" - Amazzonia -  (30 x 30 cm -11 3/4"" x 11 3/4"") NET ON THE GOOD FACE SUGGESTED ON WET AREAS",08/30/2023
A000,1.00,SF,4.55,32986,13,"Casalgrande - Mosaico 6""x6"" - Amazzonia -  (30 x 30 cm -11 3/4"" x 11 3/4"") NET ON THE BACK SUGGESTED FOR DRY ZONES ONLY",08/30/2023
A000,1.00,PC,18.44,32986,14,"Casalgrande - Amazzonia -  Grip - 9838 - 5x3x2cm - 1 7/8” x 1 1/8”x3/4”",08/30/2023
A000,1.00,PC,7.32,32986,15,"Casalgrande - Amazzonia -  Grip - 9835 - 3x30cm - 1 1/8” x 11 3/4”",08/30/2023
A000,1.00,SF,2.50,32986,16,"Centura 100cm x 400cm Matte Bright White",08/30/2023
A000,1.00,SF,22.50,32986,17,"Florim 360x240 cm Cromatica Gradient Type C",08/30/2023
A000,1.00,EA,14.83,32986,18,"Florim 12x24 cm (43/4""x91/2"") Cromatica Blend of Shaded - Matte Verde Blend - 757491",08/30/2023
A000,1.00,EA,8.30,32986,19,"Florim 6x24 cm (2 3/8""x9 1/2"") Cromatica Blend of Shaded - Matte Verde Blend - 757503",08/30/2023
A000,1.00,SF,7.19,32986,20,"Procedo 20X20 Loom  - 16 pcs - 43.06 sf/ctn. (Actual size is 19.69X19.69)",08/30/2023
GRTRBL,1.00,SF,12.05,32986,21,"QTY TBD",08/30/2023
A000,1.00,PC,6.78,32985,1,"Casalgrande - DRAGON BLACK - ALWAYS NATURAL FINISH - Amazzonia - 9830
cm 2x30 - 3/4”x113/4”",08/30/2023
A000,1.00,PC,13.90,32985,2,"Casalgrande - DRAGON BLACK - ALWAYS NATURAL FINISH - Amazzonia - . 9833
2x2cm - 3/4”x3/4”",08/30/2023
A000,1.00,PC,18.44,32985,3,"Casalgrande - DRAGON BLACK - ALWAYS NATURAL FINISH - Amazzonia -  9834 - 5x5x2cm - 17/8”x17/8”x3/4” - OUTSIDE COVE CORNER",08/30/2023
A000,1.00,PC,5.90,32985,4,"Casalgrande - DRAGON BLACK - FINISH NATURAL OR GRIP - Amazzonia - Bordo
Terminale Gradino B.C.9x60cm  - 31/2”x235/8”",08/30/2023
A000,1.00,EA,13.23,32985,5,"Casalgrande - DRAGON BLACK - GRIP FINISH - Amazzonia -  9837 - 3x3CM - 11/8”x11/8” - OUTSIDE BULLNOSE CORNER",08/30/2023
A000,1.00,PC,12.47,32985,6,"Casalgrande - DRAGON BLACK - GRIP FINISH - Amazzonia -  9560 - 33x90cm - 13” x353/8” - NATURAL",08/30/2023
