"Item ID","Unit Qty",UOM,Unit_Price,Quote_Number,"Sort ID",Note,approve_date
LOGRG5,1.00,SF,4.49,32340,1,"CT-3 COUNTER BACKWALL",01/10/2023
NH1406,1.00,SF,3.50,32340,2,"CT-1 WASHROOM WALL/FRONT WALL",01/10/2023
LOBBL0,1.00,SF,4.49,32340,3,"FRONT OF HOUSE WALL",01/10/2023
AC3118,1.00,SF,4.49,32340,4,"CT-6 KITCHEN FLOOR",01/10/2023
AC31148RTC,1.00,PC,4.25,32340,5,"CT-6A KITCHEN FLOOR COVE BASE",01/10/2023
TA620910W25,1.00,EA,23.00,32340,6,"CT1 / CT2 / CT3A / GT1 / GT2",01/10/2023
TA650973F25,1.00,EA,23.00,32340,7,CT4,01/10/2023
TA650961F25,1.00,EA,23.00,32340,8,CT5,01/10/2023
TA650945F25,1.00,EA,23.00,32340,9,CT6,01/10/2023
MO00613,1.00,SF,5.89,32340,10,"WT4 & BT1 (BT has been replaced with replaced with BT1)",01/10/2023
LOROR3,1.00,SF,7.29,32340,11,WT6,01/10/2023
LOBLBB,1.00,SF,5.39,32340,12,WT7,01/10/2023
MKG29,1.00,SF,14.09,32340,13,,01/10/2023
CT01898,1.00,SF,5.39,32340,14,,01/10/2023
J85886,1.00,SF,9.99,32340,15,"Qty TBD",01/10/2023
03201,1.00,SF,9.19,32340,16,WT-5,01/10/2023
