Company,Customer,Contact,"Job Name","Quote Expire Date",Quote_Number,Note,approve_date
TOR,10925,62981,"29235 - Burger King - National Spec",05/14/2022,29235,"Arch Rep. N/A - ",03/15/2022
TOR,24997,53157,"29234 - Pizzaiolo Renovation",05/14/2022,29234,"Arch Rep. N/A - ",03/15/2022
TOR,11936,77344,"29233 - County of Simcoe - Martin Cons",05/14/2022,29233,"Arch Rep. N/A - ",03/15/2022
