"Item ID","Unit Qty",UOM,Unit_Price,Quote_Number,"Sort ID",Note,approve_date
ATW6,260.00,SF,4.79,32932,1,TL-1,08/11/2023
CON28439,20.00,SF,4.39,32932,2,TL-2,08/11/2023
A000,585.00,SF,15.05,32931,1,"RSF-1 Roppe Tuflex - Spartus - Charcoal 913 (Assuming 27x27"") ",08/11/2023
4EX525,1.00,EA,189.50,32931,2,"Coverage 600-900 SF/pail. Resilient Flooring - 1/16 x 1/32 x 1/32 U Notch. Tuflex and crumb rubber - 1/16 x 1/16 x 1/16 Square Notch",08/11/2023
A000,585.00,SF,15.05,32930,1,"RSF-1 Roppe Tuflex - Spartus - Charcoal 913 (Assuming 27x27"") ",08/11/2023
A000,585.00,SF,15.05,32930,2,"RSF-1 Roppe Tuflex - Spartus - Charcoal 913 (Assuming 27x27"") ",08/11/2023
A000,585.00,SF,15.05,32930,3,"RSF-1 Roppe Tuflex - Spartus - Charcoal 913 (Assuming 27x27"") ",08/11/2023
A000,585.00,SF,15.05,32930,4,"RSF-1 Roppe Tuflex - Spartus - Charcoal 913 (Assuming 27x27"") ",08/11/2023
4EX525,1.00,EA,189.50,32930,5,"Coverage 600-900 SF/pail. Resilient Flooring - 1/16 x 1/32 x 1/32 U Notch. Tuflex and crumb rubber - 1/16 x 1/16 x 1/16 Square Notch",08/11/2023
4EX525,1.00,EA,189.50,32930,6,"Coverage 600-900 SF/pail. Resilient Flooring - 1/16 x 1/32 x 1/32 U Notch. Tuflex and crumb rubber - 1/16 x 1/16 x 1/16 Square Notch",08/11/2023
4EX525,1.00,EA,189.50,32930,7,"Coverage 600-900 SF/pail. Resilient Flooring - 1/16 x 1/32 x 1/32 U Notch. Tuflex and crumb rubber - 1/16 x 1/16 x 1/16 Square Notch",08/11/2023
4EX525,1.00,EA,189.50,32930,8,"Coverage 600-900 SF/pail. Resilient Flooring - 1/16 x 1/32 x 1/32 U Notch. Tuflex and crumb rubber - 1/16 x 1/16 x 1/16 Square Notch",08/11/2023
A000,1.00,SF,89.00,32929,1,"Miki 10mm x 10mm & 15mm x 15mm Melt Glass Mosaics. (Once order is placed contractor must sign off on the drawings / 50% deposit will be required / Balance would be due at time of delivery / No Cancellations after order is placed
",08/11/2023
A000,1.00,SF,89.00,32929,2,"Miki 10mm x 10mm & 15mm x 15mm Melt Glass Mosaics. (Once order is placed contractor must sign off on the drawings / 50% deposit will be required / Balance would be due at time of delivery / No Cancellations after order is placed
",08/11/2023
A000,1.00,SF,89.00,32929,3,"Miki 10mm x 10mm & 15mm x 15mm Melt Glass Mosaics. (Once order is placed contractor must sign off on the drawings / 50% deposit will be required / Balance would be due at time of delivery / No Cancellations after order is placed
",08/11/2023
A000,1.00,SF,89.00,32929,4,"Miki 10mm x 10mm & 15mm x 15mm Melt Glass Mosaics. (Once order is placed contractor must sign off on the drawings / 50% deposit will be required / Balance would be due at time of delivery / No Cancellations after order is placed
",08/11/2023
