"Item ID","Unit Qty",UOM,Unit_Price,Quote_Number,"Sort ID",Note,approve_date
66T26NR,1.00,SF,5.85,29387,1,"Qty TBD - Field Tile - FT-1",04/28/2022
A000,1.00,SF,6.19,29387,2,"Margres 24X24 Time 2.0 Silver Polished - Qty TBD - Field Tile FT1",04/28/2022
66T27NR,1.00,SF,5.85,29387,3,"EPV Display Tile - Qty TBD",04/28/2022
66T27P,1.00,SF,6.19,29387,4,"EPV Display Tile - Qty TBD",04/28/2022
66T27P,1.00,SF,6.19,29387,5,"Customer Washroom Floor Tile - Qty TBD",04/28/2022
36T26P,1.00,SF,6.19,29387,6,"Customer Washroom wall tile - Qty TBD",04/28/2022
CT01901,1.00,SF,4.99,29387,7,"Reception & Customer lounge",04/28/2022
C40NR3P175,1.00,ROL,102.77,29386,1,"PVC1 + PVC4 + PVC7",04/28/2022
C40NR3P123,1.00,ROL,102.77,29386,2,PVC2,04/28/2022
C40NR3P174,1.00,ROL,102.77,29386,3,PVC3,04/28/2022
C40NR1P100,1.00,ROL,102.77,29386,4,PVC5,04/28/2022
C40NR2P193,1.00,ROL,102.77,29386,5,PVC6,04/28/2022
NAS13022,1.00,SYD,22.25,29386,6,"VF1 + VF2",04/28/2022
SPEL50001,1.00,SYD,22.00,29386,7,VF3,04/28/2022
SADI742T4315,1.00,SYD,23.00,29386,8,VF4,04/28/2022
SADI761T4319,1.00,SYD,24.50,29386,9,VF5,04/28/2022
A000,1.00,EA,37.50,29386,10,"Forbo Weldrod - 164 LF roll",04/28/2022
A000,1.00,SYD,36.50,29386,11,"Forbo 6ft6 Sphera SD 550005 Dark Neutral Grey Static Dissipative",04/28/2022
A000,1.00,PC,29.80,29386,12,"Roppe #74 Rubber Rolling Traffic Transition 3/8"" 9' length",04/28/2022
V8854G,1.00,EA,167.00,29386,13,"175 sf/gal coverage",04/28/2022
42R1P100,12.43,PC,12.94,29386,14,,04/28/2022
50R1P100,1.00,PC,12.94,29386,15,,04/28/2022
C9304G,1.00,EA,399.00,29386,16,"Use 1/16X1/16X1/16 square notched trowel.",04/28/2022
