"Item ID","Unit Qty",UOM,Unit_Price,Quote_Number,"Sort ID",Note,approve_date
LIST1224,920.00,SF,4.84,29868,1,,08/30/2022
LIST24,1130.00,SF,4.84,29868,2,,08/30/2022
FL416GUM,320.00,SF,3.23,29868,3,,08/30/2022
LIST1224,920.00,SF,4.84,29867,1,,08/30/2022
LIST1224,920.00,SF,4.84,29867,2,,08/30/2022
LIST24,1130.00,SF,4.84,29867,3,,08/30/2022
LIST24,1130.00,SF,4.84,29867,4,,08/30/2022
FL416GUM,320.00,SF,3.23,29867,5,,08/30/2022
FL416GUM,320.00,SF,3.23,29867,6,,08/30/2022
A000,1.00,SF,4.20,29866,1,"Basaltina 12x24 Natural - 2 Colors to be selected",08/30/2022
A000,1.00,LF,20.16,29866,2,"Roppe - Rubber ONE PIECE TREAD AND RISER - 96 Vantage with Riser: $20.16/LF
",08/30/2022
A000,1.00,SF,8.31,29866,3,"Roppe Rubber Tile 996 Raised Circular Vantage 1/8"" x 19-11/16"" x 19-11/16""
",08/30/2022
A000,1.00,SF,8.85,29866,4,"Roppe 953 Warning Tile Design 1/8"" x 24"" x 24""",08/30/2022
A000,1.00,SF,4.20,29865,1,"Basaltina 12x24 Natural - 2 Colors to be selected",08/30/2022
A000,1.00,LF,20.16,29865,2,"Roppe - Rubber ONE PIECE TREAD AND RISER - 96 Vantage with Riser: $20.16/LF
",08/30/2022
A000,1.00,SF,8.31,29865,3,"Roppe Rubber Tile 996 Raised Circular Vantage 1/8"" x 19-11/16"" x 19-11/16""
",08/30/2022
A000,1.00,SF,8.85,29865,4,"Roppe 953 Warning Tile Design 1/8"" x 24"" x 24""",08/30/2022
A000,1.00,SF,4.20,29864,1,"Basaltina 12x24 Natural - 2 Colors to be selected",08/30/2022
A000,1.00,SF,4.20,29864,2,"Basaltina 12x24 Natural - 2 Colors to be selected",08/30/2022
A000,1.00,LF,20.16,29864,3,"Roppe - Rubber ONE PIECE TREAD AND RISER - 96 Vantage with Riser: $20.16/LF
",08/30/2022
A000,1.00,LF,20.16,29864,4,"Roppe - Rubber ONE PIECE TREAD AND RISER - 96 Vantage with Riser: $20.16/LF
",08/30/2022
A000,1.00,SF,8.31,29864,5,"Roppe Rubber Tile 996 Raised Circular Vantage 1/8"" x 19-11/16"" x 19-11/16""
",08/30/2022
A000,1.00,SF,8.31,29864,6,"Roppe Rubber Tile 996 Raised Circular Vantage 1/8"" x 19-11/16"" x 19-11/16""
",08/30/2022
A000,1.00,SF,8.85,29864,7,"Roppe 953 Warning Tile Design 1/8"" x 24"" x 24""",08/30/2022
A000,1.00,SF,8.85,29864,8,"Roppe 953 Warning Tile Design 1/8"" x 24"" x 24""",08/30/2022
