"Item ID","Unit Qty",UOM,Unit_Price,Quote_Number,"Sort ID",Note,approve_date
A000,1.00,CTN,108.00,29688,1,"Roppe 4X120ft Pinnacle Rubber Cove - Color TBD - Roll 120Ft",07/13/2022
VM360R,1.00,SF,5.29,29688,2,,07/13/2022
TA650927F25,1.00,EA,23.00,29688,3,,07/13/2022
VMB600R,1.00,PC,13.49,29688,4,"Coem 3 1/2"" x24"" Valmalenco Battiscopa - Special Order - Minimum 8 Weeks ETA",07/13/2022
NH6306,1.00,SF,4.59,29688,5,"Qty TBD",07/13/2022
VM603R,1.00,SF,5.29,29688,6,,07/13/2022
BI367R,1.00,SF,4.59,29688,7,,07/13/2022
LAR25847,1.00,SF,5.89,29688,8,"Qty TBD",07/13/2022
5292,1.00,SF,7.79,29688,9,"Qty TBD",07/13/2022
JW02P1224,1.00,SF,9.99,29688,10,"Qty TBD",07/13/2022
