Company,Customer,Contact,"Job Name","Quote Expire Date",Quote_Number,Note,approve_date
TOR,17956,36319,"32528 - TD Bank - National Spec",05/22/2023,32528,"Kris George - ",03/23/2023
TOR,12385,47778,"32527 - TD Bank - National Spec",05/22/2023,32527,"Kris George - ",03/23/2023
