"Item ID","Unit Qty",UOM,Unit_Price,Quote_Number,"Sort ID",Note,approve_date
A000,1.00,SF,4.91,29825,1,"Margres 24X24 Subway - Natural - Color TBD - Qty TBD",08/16/2022
A000,1.00,SF,4.91,29825,2,"Margres 24X24 Subway - Natural - Color TBD - Qty TBD",08/16/2022
A000,1.00,PC,13.73,29825,3,"Magres Subway Bullnose 15x60cm - Color TDB",08/16/2022
A000,1.00,PC,13.73,29825,4,"Magres Subway Bullnose 15x60cm - Color TDB",08/16/2022
A000,1.00,SF,2.97,29825,5,"Belite 4X16 Rainbow White Mat - Group 1",08/16/2022
A000,1.00,SF,2.97,29825,6,"Belite 4X16 Rainbow White Mat - Group 1",08/16/2022
A000,1.00,SF,3.14,29825,7,"Belite 4X16 Rainbow White Mat - Group 2",08/16/2022
A000,1.00,SF,3.14,29825,8,"Belite 4X16 Rainbow White Mat - Group 2",08/16/2022
A000,1.00,SF,3.55,29825,9,"Belite 4X16 Rainbow White Mat - Group 3",08/16/2022
A000,1.00,SF,3.55,29825,10,"Belite 4X16 Rainbow White Mat - Group 3",08/16/2022
A000,1.00,SF,3.92,29825,11,"Belite 4X16 Rainbow White Mat - Red & Black",08/16/2022
A000,1.00,SF,3.92,29825,12,"Belite 4X16 Rainbow White Mat - Red & Black",08/16/2022
A000,1.00,SYD,25.20,29825,13,"Venture 19.68X19.68 Fraser - Color TBD",08/16/2022
A000,1.00,SYD,25.20,29825,14,"Venture 19.68X19.68 Fraser - Color TBD",08/16/2022
A000,1.00,SF,3.58,29825,15,"Vitra Cement Mix - Fine R2 Matte, R10A, Rec 60x60cm 9mm",08/16/2022
A000,1.00,SF,3.58,29825,16,"Vitra Cement Mix - Fine R2 Matte, R10A, Rec 60x60cm 9mm",08/16/2022
A000,13000.00,SF,2.43,29824,1,"Vitra Dotti (12""x12"") 300mm x 300mm Matte  - Standard Color Range ( Color TBD)",08/16/2022
A000,13000.00,SF,2.43,29824,2,"Vitra Dotti (12""x12"") 300mm x 300mm Matte  - Standard Color Range ( Color TBD)",08/16/2022
A000,3500.00,SF,5.42,29824,3,"Mirage Glocal 12x24"" (300mm x 600mm) - Color TBD",08/16/2022
A000,3500.00,SF,5.42,29824,4,"Mirage Glocal 12x24"" (300mm x 600mm) - Color TBD",08/16/2022
A000,7000.00,LF,.93,29824,5,"Roppe 4"" 700 Series Base - Color TBD",08/16/2022
A000,7000.00,LF,.93,29824,6,"Roppe 4"" 700 Series Base - Color TBD",08/16/2022
