"Item ID","Unit Qty",UOM,Unit_Price,Quote_Number,"Sort ID",Note,approve_date
MBB6421M,1500.00,SF,6.46,29086,1,,02/04/2022
MBB6421M,1500.00,SF,6.46,29085,1,,02/04/2022
766343,1.00,SF,6.09,29084,1,"TL-01 & TL-04 - Special in Montreal - Please check ETA when Ordering (12x12 has to be cut by installer)",02/04/2022
JW191224,1.00,SF,7.55,29084,2,"TL-02 - TL04 - Special in Montreal - Please check ETA when Ordering (12x12 has to be cut by installer)",02/04/2022
K947235R,1850.00,SF,2.89,29083,1,,02/04/2022
K947235R,1850.00,SF,2.89,29083,2,,02/04/2022
K947235R,1850.00,SF,2.89,29082,1,,02/04/2022
K947235R,1850.00,SF,2.89,29081,1,,02/04/2022
K947235R,1850.00,SF,2.89,29081,2,,02/04/2022
K947235R,1850.00,SF,2.89,29079,1,,02/04/2022
K947235R,1850.00,SF,2.89,29079,2,,02/04/2022
K947235R,1850.00,SF,2.89,29078,1,,02/04/2022
