Company,Customer,Contact,"Job Name","Quote Expire Date",Quote_Number,Note,approve_date
TOR,11013,63195,"32915 - TD Bank - National Spec",10/03/2023,32915,"Kris George - ",08/04/2023
TOR,10987,69855,"32914 - Pine Villa LTC",10/03/2023,32914,"Anthony D'Alfonso - ",08/04/2023
TOR,10925,62981,"32913 - MPAC - New Barrie Office Tenant ",10/03/2023,32913,"Arch Rep. N/A - ",08/04/2023
