"Item ID","Unit Qty",UOM,Unit_Price,Quote_Number,"Sort ID",Note,approve_date
A000,1.00,EA,22.00,29324,1,"GRT 1 & 2 Floor Grout 25 lbs bag",04/06/2022
A000,1.00,EA,22.00,29324,2,"GRT 1 & 2 Floor Grout 25 lbs bag",04/06/2022
A000,1.00,SF,5.99,29324,3,"PORC-2/-3/-4 Color Market 3x9",04/06/2022
A000,1.00,SF,5.99,29324,4,"PORC-2/-3/-4 Color Market 3x9",04/06/2022
A000,1.00,SF,4.99,29324,5,"PORC-5 Slash 3x12",04/06/2022
A000,1.00,SF,4.99,29324,6,"PORC-5 Slash 3x12",04/06/2022
A000,1.00,PC,11.95,29324,7,"TS-1/-2/-3 Schluter Jolly",04/06/2022
A000,1.00,PC,11.95,29324,8,"TS-1/-2/-3 Schluter Jolly",04/06/2022
GC0324,264.00,SF,5.58,29324,9,,04/06/2022
GC0324,264.00,SF,5.58,29324,10,,04/06/2022
IN08128M,200.00,SF,4.63,29324,11,,04/06/2022
IN08128M,200.00,SF,4.63,29324,12,,04/06/2022
A000,1050.00,SF,4.79,29323,1,"Centura 12X24 Mayfair Matte - Color TBD",04/06/2022
A000,985.00,SF,4.39,29323,2,"Centura - 4x16 Rainbow Glass - Polished",04/06/2022
A000,1200.00,SF,4.89,29323,3,"Centura Uptown or Mirra (24” X 24” OR 8” X 48”)",04/06/2022
A000,1.00,SF,.00,29321,1,"POR Centura - Ariostea - Ultra iCementi - Iron (600x1200mm)  - SERIES IS DISCONTINUED",04/06/2022
A000,1583.00,SF,7.99,29321,2,"PWT Centura - Mirage Glocal - Clear natural finish (600x1200mm)",04/06/2022
A000,1.00,LF,1.39,29321,3,"Roppe 700 series 6” - Color TBD",04/06/2022
A000,1.00,SF,.00,29320,1,"POR Centura - Ariostea - Ultra iCementi - Iron (600x1200mm)  - SERIES IS DISCONTINUED",04/06/2022
A000,1.00,SF,.00,29320,2,"POR Centura - Ariostea - Ultra iCementi - Iron (600x1200mm)  - SERIES IS DISCONTINUED",04/06/2022
A000,1583.00,SF,7.99,29320,3,"PWT Centura - Mirage Glocal - Clear natural finish (600x1200mm)",04/06/2022
A000,1583.00,SF,7.99,29320,4,"PWT Centura - Mirage Glocal - Clear natural finish (600x1200mm)",04/06/2022
A000,1.00,LF,1.39,29320,5,"Roppe 700 series 6” - Color TBD",04/06/2022
A000,1.00,LF,1.39,29320,6,"Roppe 700 series 6” - Color TBD",04/06/2022
HE21767,560.00,SF,7.57,29319,1,,04/06/2022
NH1300N,790.00,SF,3.75,29319,2,,04/06/2022
LY0224,460.00,SF,4.87,29319,3,,04/06/2022
A000,216.00,SF,8.75,29319,4,"Grespania 24"" x 48"" x 5.6 mm Thick -  Coverlam Lava Corten - there will be a Pallet Charge but will be refundable upon once pallet(s) returned",04/06/2022
A000,2488.00,SYD,26.99,29318,1,"CT Centura - Camino de Santiago - 15317 (20x20"") ",04/06/2022
A000,2488.00,SYD,26.99,29318,2,"CT Centura - Camino de Santiago - 15317 (20x20"") ",04/06/2022
A000,2655.00,SF,3.30,29318,3,"PCT-1 Centura - Ceppestone - Dark Grey (24x24"")",04/06/2022
A000,2655.00,SF,3.30,29318,4,"PCT-1 Centura - Ceppestone - Dark Grey (24x24"")",04/06/2022
A000,1365.00,SF,4.29,29318,5,"PCT-2 Mirage - Lemmy - Venom LY04 SP (12x24"")",04/06/2022
A000,1365.00,SF,4.29,29318,6,"PCT-2 Mirage - Lemmy - Venom LY04 SP (12x24"")",04/06/2022
A000,1300.00,SHT,17.16,29318,7,"RF AmericanBiltrite - ABM-32 - Appalachian trail (assuming 18x18"") ",04/06/2022
A000,1300.00,SHT,17.16,29318,8,"RF AmericanBiltrite - ABM-32 - Appalachian trail (assuming 18x18"") ",04/06/2022
A000,819.00,SF,4.29,29318,9,"WT-1 Mirage - Lemmy - Nimbus (12x24"")",04/06/2022
A000,819.00,SF,4.29,29318,10,"WT-1 Mirage - Lemmy - Nimbus (12x24"")",04/06/2022
A000,915.00,SF,4.29,29318,11,"WT-2 Mirage - Lemmy - King (12x24"")",04/06/2022
A000,915.00,SF,4.29,29318,12,"WT-2 Mirage - Lemmy - King (12x24"")",04/06/2022
A000,645.00,SF,2.69,29318,13,"WT-3 Centura - Rainbow Glass - Slate Blue (4x16"")",04/06/2022
A000,645.00,SF,2.69,29318,14,"WT-3 Centura - Rainbow Glass - Slate Blue (4x16"")",04/06/2022
BST6306,1.00,SF,3.99,29317,1,"Qty TBD - 15189",04/06/2022
BST6309,1.00,SF,3.99,29317,2,"Qty TBD - 15190",04/06/2022
BST6308,1.00,SF,3.99,29317,3,"Qty TBD - 15187",04/06/2022
