"Item ID","Unit Qty",UOM,Unit_Price,Quote_Number,"Sort ID",Note,approve_date
AGIS1224M,1.00,SF,5.95,32738,1,"T2: PIEMME 12X24 AGELESS ISLAND NAT  ( PROPOSAL CODE: J2201AGE15 )",06/09/2023
AGIS1224P,1.00,SF,6.95,32738,2,"T1: PIEMME 12X24 AGELESS ISLAND RET POL  ( PROPOSAL CODE: J2201AGE19)",06/09/2023
AGAF1224M,1.00,SF,5.95,32738,3,"T6: PIEMME 12X24 AGELESS AFRICA RECT NAT  ( PROPOSAL CODE: J2201AGE13 )",06/09/2023
AGAF1224P,1.00,SF,6.95,32738,4,"T3: PIEMME 12X24 AGELESS AFRICA RET POL  ( PROPOSAL CODE: J2201AGE18 )",06/09/2023
GV050L,1.00,SF,4.75,32738,5,"T5: ASCOT 10X30 LUMEN RED LUX  ( PROPOSAL CODE: J2201ALUM)",06/09/2023
MBM1339,1.00,SF,5.25,32738,6,"T7: BASIC MOSAÏQUE - AXL - CENTURA - 12 PO X 12 PO X 5 MM - CHARCOAL - 8MM( PROPOSAL CODE: J2211339 )",06/09/2023
MBM1304,1.00,SF,5.25,32738,7,"T8: BASIC MOSAÏQUE - AXL - CENTURA - 12 PO X 12 PO X 5 MM - NOIR - 8MM (PROPOSAL CODE: J2211304 )",06/09/2023
K835335,1.00,SF,2.95,32738,8,"T4: DOTTI - AN0 - CENTURA - 8 PO X 8 PO X 7 MM - 13-07 - GRIS - 8MM  (PROPOSAL CODE: J2201D335 )",06/09/2023
DCV648MILO,1.00,CTN,71.64,32738,9,"V1: CENTURA 6X48 DURA CONTRACT VISTA MILO 18pc= 36sf/ctn ( PROPOSAL CODE: J2201DCVM) Price:$1.99SFT",06/09/2023
TA7744G,1.00,EA,158.60,32738,10,"Coverage- Porous 125-175 sf/gal 1/16X1/16X1/16 square-notch - Non-Porous 175-250 sf/gal 1/16X1/32X1/32 U-notch - Cushion-backed or fiber glass sheet vinyl/smooth backed vinyl or non-PVC carpet tile 3/8 nap roller 250-350 sf/gal",06/09/2023
K835593,1.00,SF,2.95,32738,11,"835593 DOTTI - 12 PO X 12 PO X 7 MM - GRI",06/09/2023
TA383,1.00,EA,21.89,32738,12,,06/09/2023
TA55094125,1.00,EA,62.20,32738,13,,06/09/2023
TA55091025,1.00,EA,62.20,32738,14,,06/09/2023
TA55093425,1.00,EA,62.20,32738,15,,06/09/2023
AGAF24,1.00,SF,6.50,32738,16,"T201: (PROPOSAL CODE / CODE DE PROPOSITION: J2201AGEA24N)",06/09/2023
AGIS24,1.00,SF,6.50,32738,17,"T205: (PROPOSAL CODE / CODE DE PROPOSITION: J2201AGEI24N)",06/09/2023
AGIS24P,1.00,SF,7.95,32738,18,"T206: (PROPOSAL CODE / CODE DE PROPOSITION:J2201AGEI24P)",06/09/2023
TA55092725,1.00,EA,62.20,32738,19,,06/09/2023
DITRA30M,1.00,SF,1.44,32738,20,,06/09/2023
SETA50G,1.00,EA,33.89,32738,21,,06/09/2023
SETA50W,1.00,EA,35.85,32738,22,,06/09/2023
TA458,1.00,EA,34.34,32738,23,,06/09/2023
