"Item ID","Unit Qty",UOM,Unit_Price,Quote_Number,"Sort ID",Note,approve_date
PS00521,1.00,SF,9.49,29049,1,"Qty TBD",02/01/2022
PS00523,1.00,SF,12.36,29049,2,"Qty TBD",02/01/2022
6L300555,1.00,SF,30.28,29049,3,"Qty TBD - (Pallet Charge will apply, but will be refundable once pallet(s) is return)",02/01/2022
6L300498,1.00,SF,32.87,29049,4,"Qty TBD - (Pallet Charge will apply, but will be refundable once pallet(s) is return)",02/01/2022
AGIS1224M,1.00,SF,5.25,29047,1,"T2: PIEMME 12X24 AGELESS ISLAND NAT  ( PROPOSAL CODE: J2201AGE15 )",02/01/2022
AGIS1224M,1.00,SF,5.25,29047,2,"T2: PIEMME 12X24 AGELESS ISLAND NAT  ( PROPOSAL CODE: J2201AGE15 )",02/01/2022
AGIS1224P,1.00,SF,6.95,29047,3,"T1: PIEMME 12X24 AGELESS ISLAND RET POL  ( PROPOSAL CODE: J2201AGE19)",02/01/2022
AGIS1224P,1.00,SF,6.95,29047,4,"T1: PIEMME 12X24 AGELESS ISLAND RET POL  ( PROPOSAL CODE: J2201AGE19)",02/01/2022
AGAF1224M,1.00,SF,5.25,29047,5,"T6: PIEMME 12X24 AGELESS AFRICA RECT NAT  ( PROPOSAL CODE: J2201AGE13 )",02/01/2022
AGAF1224M,1.00,SF,5.25,29047,6,"T6: PIEMME 12X24 AGELESS AFRICA RECT NAT  ( PROPOSAL CODE: J2201AGE13 )",02/01/2022
AGAF1224P,1.00,SF,6.95,29047,7,"T3: PIEMME 12X24 AGELESS AFRICA RET POL  ( PROPOSAL CODE: J2201AGE18 )",02/01/2022
AGAF1224P,1.00,SF,6.95,29047,8,"T3: PIEMME 12X24 AGELESS AFRICA RET POL  ( PROPOSAL CODE: J2201AGE18 )",02/01/2022
GV050L,1.00,SF,4.75,29047,9,"T5: ASCOT 10X30 LUMEN RED LUX  ( PROPOSAL CODE: J2201ALUM)",02/01/2022
GV050L,1.00,SF,4.75,29047,10,"T5: ASCOT 10X30 LUMEN RED LUX  ( PROPOSAL CODE: J2201ALUM)",02/01/2022
MBM1339,1.00,SF,5.25,29047,11,"T7: BASIC MOSAÏQUE - AXL - CENTURA - 12 PO X 12 PO X 5 MM - CHARCOAL - 8MM( PROPOSAL CODE: J2211339 )",02/01/2022
MBM1339,1.00,SF,5.25,29047,12,"T7: BASIC MOSAÏQUE - AXL - CENTURA - 12 PO X 12 PO X 5 MM - CHARCOAL - 8MM( PROPOSAL CODE: J2211339 )",02/01/2022
MBM1304,1.00,SF,5.25,29047,13,"T8: BASIC MOSAÏQUE - AXL - CENTURA - 12 PO X 12 PO X 5 MM - NOIR - 8MM (PROPOSAL CODE: J2211304 )",02/01/2022
MBM1304,1.00,SF,5.25,29047,14,"T8: BASIC MOSAÏQUE - AXL - CENTURA - 12 PO X 12 PO X 5 MM - NOIR - 8MM (PROPOSAL CODE: J2211304 )",02/01/2022
FL416WG,1.00,SF,2.50,29047,15,"T9: ",02/01/2022
FL416WG,1.00,SF,2.50,29047,16,"T9: ",02/01/2022
K835335,1.00,SF,2.95,29047,17,"T4: DOTTI - AN0 - CENTURA - 8 PO X 8 PO X 7 MM - 13-07 - GRIS - 8MM  (PROPOSAL CODE: J2201D335 )",02/01/2022
K835335,1.00,SF,2.95,29047,18,"T4: DOTTI - AN0 - CENTURA - 8 PO X 8 PO X 7 MM - 13-07 - GRIS - 8MM  (PROPOSAL CODE: J2201D335 )",02/01/2022
DCV648MILO,1.00,CTN,71.64,29047,19,"V1: CENTURA 6X48 DURA CONTRACT VISTA MILO 18pc= 36sf/ctn ( PROPOSAL CODE: J2201DCVM) Price:$1.99SFT",02/01/2022
DCV648MILO,1.00,CTN,71.64,29047,20,"V1: CENTURA 6X48 DURA CONTRACT VISTA MILO 18pc= 36sf/ctn ( PROPOSAL CODE: J2201DCVM) Price:$1.99SFT",02/01/2022
