"Item ID","Unit Qty",UOM,Unit_Price,Quote_Number,"Sort ID",Note,approve_date
CEW02LF1,1.00,CTN,119.50,32262,1,"36 Sft/ Ctn - Sold by Full Cartons Only",12/13/2022
CT00209,1.00,SF,5.59,32262,2,"Qty TBD",12/13/2022
CT01903,1.00,SF,5.59,32262,3,"Qty TBD",12/13/2022
CT03818,1.00,SF,5.59,32262,4,"Qty TBD",12/13/2022
TA650939F25,1.00,EA,23.00,32262,5,"Qty TBD",12/13/2022
A000,1.00,SF,1.82,32261,1,"CENTURA	8"" X 10 ""	LINEN	BEIGE, GREY, WHITE",12/13/2022
A000,1.00,SF,1.79,32261,2,"CENTURA	8"" X 10 ""	ETHEREAL	LIGHT GREY GLOSS, SAND GREY GLOSS",12/13/2022
A000,1.00,SF,2.00,32261,3,"CENTURA	13"" X 13""	ETHEREAL	LIGHT GREY MATTE, SAND GREY MATTE",12/13/2022
A000,1.00,SF,1.96,32261,4,"CENTURA	13"" X 13""	LINEN	BEIGE, GREY, WHITE",12/13/2022
A000,1.00,SF,1.98,32261,5,"CENTURA	13"" X 13""	SERENITY	WHITE",12/13/2022
A000,1.00,SF,3.14,32261,6,"CENTURA	12"" X 24""	LINEAR STONE	BEIGE, BLACK, GREY, WHITE",12/13/2022
A000,1.00,SF,3.19,32261,7,"CENTURA	12"" X 24""	STATUARY	WHITE",12/13/2022
A000,1.00,SF,2.34,32261,8,"CENTURA	12"" X 24""	YORK	ANTHRACITE MATTE, BONE MATTE, FUMO MATTE, SMOKE MATTE",12/13/2022
A000,1.00,SF,2.29,32261,9,"CENTURA	13"" X 13""	NEWCASTLE	GREY",12/13/2022
A000,1.00,SF,2.29,32261,10,"CENTURA	13"" X 13""	OXFORD	BEIGE, GREY, WHITE",12/13/2022
A000,1.00,SF,6.58,32261,11,"CENTURA	12"" X 24""	PURESTONE - ANTRACITE LAPATTO, BIANCO LAPATTO, GRIGIO LAPATTO, PIOMBO LAPATTO,",12/13/2022
A000,1.00,SF,4.31,32261,12,"CENTURA	12"" X 24""	PURESTONE - ANTRACITE NATURAL, BIANCO NATURAL, GRIGIO NATURAL, PIOMBO NATURAL  ",12/13/2022
A000,1.00,SF,6.00,32261,13,"CENTURA	7"" X 8""	CARRARA	CARRARA MATTE",12/13/2022
A000,1.00,SF,3.45,32261,14,"CENTURA	24"" X 24""	YORK	ANTHRACITE POLISHED, FUMO POLISHED, SMOKE POLISHED, BONE POLISHED",12/13/2022
A000,1.00,EA,.00,32261,15,"CENTURA	14"" X 28""	PRECIOUS CURL	CARRARA MATTE - DISCONTINUED",12/13/2022
A000,1.00,SF,4.76,32261,16,"CENTURA	24"" X 24""	GEMSTONE NATURAL	IVORY, SILVER, WHITE ",12/13/2022
A000,1.00,SF,9.49,32261,17,"CENTURA	24"" X 24""	MIRAGE JEWELS	BIANCO LUNESIS POLISHED, BLACK GOLD POLISHED, CALACATTA REALE POLISHED, ELEGANT WHITE POLISHED",12/13/2022
A000,1.00,SF,7.03,32261,18,"CENTURA	24"" X 24""	PREXIOUS	CHARMING AMBER GLOSSY, MOUNTAIN TREASURE GLOSSY, PEARL ATTRACTION GLOSSY, WHITE FANTASY GLOSSY,   ",12/13/2022
A000,1.00,SF,6.00,32261,19,"CENTURA	24"" X 24""	PREXIOUS -  CHARMING AMBER MATTE, MOUNTAIN TREASURE MATTE, PEARL",12/13/2022
A000,1.00,SF,4.46,32261,20,"CENTURA	5"" X 5""	ARTISAN	WHITE GLOSSY",12/13/2022
A000,1.00,SF,4.46,32261,21,"CENTURA	2.5"" X 8""	ARTISAN	WHITE GLOSSY",12/13/2022
A000,1.00,SF,5.48,32261,22,"CENTURA	3"" X 12""	CARRARA	CARRARA GLOSSY, CARRARA MATTE",12/13/2022
A000,1.00,SF,5.25,32261,23,"CENTURA	3"" X 6""	CARRARA	CARRARA GLOSSY, CARRARA MATTE",12/13/2022
A000,1.00,SF,5.48,32261,24,"CENTURA	3"" X 12""	CARRARA METRO	CARRARA GLOSSY, CARRARA MATTE",12/13/2022
A000,1.00,SF,5.25,32261,25,"CENTURA	3"" X 6""	CARRARA METRO	CARRARA GLOSSY, CARRARA MATTE",12/13/2022
