"Item ID","Unit Qty",UOM,Unit_Price,Quote_Number,"Sort ID",Note,approve_date
A000,16100.00,SF,4.43,33121,1,"PCT Floor Tile - Centura, Glocal 300X600 full range of colour 
",10/18/2023
A000,2950.00,SF,4.43,33121,2,"PCT Tile Base - Centura Glocal 600 X 100 (300x600) high base, full range of colour
",10/18/2023
A000,450.00,SF,3.95,33121,3,"Wall Tile - Centura Ral-Vision, 100 X 300, up to four colours",10/18/2023
A000,23.00,SF,3.99,33121,4,"Shower Floor Tile - Centura Plan Techno 50 X 50 unglazed tile up to three colours",10/18/2023
GRTRBL,1.00,PC,21.89,33121,5,"Quantity: 75  SQFT",10/18/2023
A000,520.00,SF,3.75,33120,1,"AB SONATA SERIES - WOOD GRAIN - COLOUR TBD",10/18/2023
A000,520.00,SF,3.75,33120,2,"AB SONATA SERIES - WOOD GRAIN - COLOUR TBD",10/18/2023
A000,520.00,SF,3.75,33120,3,"AB SONATA SERIES - WOOD GRAIN - COLOUR TBD",10/18/2023
A000,520.00,SF,3.75,33120,4,"AB SONATA SERIES - WOOD GRAIN - COLOUR TBD",10/18/2023
A000,400.00,SF,3.53,33120,5,"VITRA CEMENT MIX 24""X24"" COLOUR TBD",10/18/2023
A000,400.00,SF,3.53,33120,6,"VITRA CEMENT MIX 24""X24"" COLOUR TBD",10/18/2023
A000,400.00,SF,3.53,33120,7,"VITRA CEMENT MIX 24""X24"" COLOUR TBD",10/18/2023
A000,400.00,SF,3.53,33120,8,"VITRA CEMENT MIX 24""X24"" COLOUR TBD",10/18/2023
A000,650.00,SF,2.15,33120,9,"BELITE RAINBOW SERIES 4""X16"" (650 SF) White",10/18/2023
A000,650.00,SF,2.15,33120,10,"BELITE RAINBOW SERIES 4""X16"" (650 SF) White",10/18/2023
A000,650.00,SF,2.15,33120,11,"BELITE RAINBOW SERIES 4""X16"" (650 SF) White",10/18/2023
A000,650.00,SF,2.15,33120,12,"BELITE RAINBOW SERIES 4""X16"" (650 SF) White",10/18/2023
A000,650.00,SF,3.18,33120,13,"BELITE RAINBOW SERIES 4""X16"" Black",10/18/2023
A000,650.00,SF,3.18,33120,14,"BELITE RAINBOW SERIES 4""X16"" Black",10/18/2023
A000,650.00,SF,3.18,33120,15,"BELITE RAINBOW SERIES 4""X16"" Black",10/18/2023
A000,650.00,SF,3.18,33120,16,"BELITE RAINBOW SERIES 4""X16"" Black",10/18/2023
A000,650.00,SF,3.46,33120,17,"BELITE RAINBOW SERIES 4""X16"" Limen",10/18/2023
A000,650.00,SF,3.46,33120,18,"BELITE RAINBOW SERIES 4""X16"" Limen",10/18/2023
A000,650.00,SF,3.46,33120,19,"BELITE RAINBOW SERIES 4""X16"" Limen",10/18/2023
A000,650.00,SF,3.46,33120,20,"BELITE RAINBOW SERIES 4""X16"" Limen",10/18/2023
A000,650.00,SF,3.40,33120,21,"BELITE RAINBOW SERIES 4""X16"" Ocean Blue",10/18/2023
A000,650.00,SF,3.40,33120,22,"BELITE RAINBOW SERIES 4""X16"" Ocean Blue",10/18/2023
A000,650.00,SF,3.40,33120,23,"BELITE RAINBOW SERIES 4""X16"" Ocean Blue",10/18/2023
A000,650.00,SF,3.40,33120,24,"BELITE RAINBOW SERIES 4""X16"" Ocean Blue",10/18/2023
A000,650.00,SF,3.46,33120,25,"BELITE RAINBOW SERIES 4""X16"" Sage",10/18/2023
A000,650.00,SF,3.46,33120,26,"BELITE RAINBOW SERIES 4""X16"" Sage",10/18/2023
A000,650.00,SF,3.46,33120,27,"BELITE RAINBOW SERIES 4""X16"" Sage",10/18/2023
A000,650.00,SF,3.46,33120,28,"BELITE RAINBOW SERIES 4""X16"" Sage",10/18/2023
A000,650.00,SF,3.46,33120,29,"BELITE RAINBOW SERIES 4""X16"" Turqoise",10/18/2023
A000,650.00,SF,3.46,33120,30,"BELITE RAINBOW SERIES 4""X16"" Turqoise",10/18/2023
A000,650.00,SF,3.46,33120,31,"BELITE RAINBOW SERIES 4""X16"" Turqoise",10/18/2023
A000,650.00,SF,3.46,33120,32,"BELITE RAINBOW SERIES 4""X16"" Turqoise",10/18/2023
A000,650.00,SF,3.96,33120,33,"BELITE RAINBOW SERIES 4""X16"" Spice",10/18/2023
A000,650.00,SF,3.96,33120,34,"BELITE RAINBOW SERIES 4""X16"" Spice",10/18/2023
A000,650.00,SF,3.96,33120,35,"BELITE RAINBOW SERIES 4""X16"" Spice",10/18/2023
A000,650.00,SF,3.96,33120,36,"BELITE RAINBOW SERIES 4""X16"" Spice",10/18/2023
A000,650.00,SF,4.25,33120,37,"BELITE RAINBOW SERIES 4""X16"" Red",10/18/2023
A000,650.00,SF,4.25,33120,38,"BELITE RAINBOW SERIES 4""X16"" Red",10/18/2023
A000,650.00,SF,4.25,33120,39,"BELITE RAINBOW SERIES 4""X16"" Red",10/18/2023
A000,650.00,SF,4.25,33120,40,"BELITE RAINBOW SERIES 4""X16"" Red",10/18/2023
A000,16100.00,SF,4.43,33119,1,"PCT Floor Tile - Centura, Glocal 300X600 full range of colour 
",10/18/2023
A000,16100.00,SF,4.43,33119,2,"PCT Floor Tile - Centura, Glocal 300X600 full range of colour 
",10/18/2023
A000,2950.00,SF,4.43,33119,3,"PCT Tile Base - Centura Glocal 600 X 100 (300x600) high base, full range of colour
",10/18/2023
A000,2950.00,SF,4.43,33119,4,"PCT Tile Base - Centura Glocal 600 X 100 (300x600) high base, full range of colour
",10/18/2023
A000,450.00,SF,3.95,33119,5,"Wall Tile - Centura Ral-Vision, 100 X 300, up to four colours",10/18/2023
A000,450.00,SF,3.95,33119,6,"Wall Tile - Centura Ral-Vision, 100 X 300, up to four colours",10/18/2023
A000,23.00,SF,3.99,33119,7,"Shower Floor Tile - Centura Plan Techno 50 X 50 unglazed tile up to three colours",10/18/2023
A000,23.00,SF,3.99,33119,8,"Shower Floor Tile - Centura Plan Techno 50 X 50 unglazed tile up to three colours",10/18/2023
GRTRBL,1.00,PC,21.89,33119,9,"Quantity: 75  SQFT",10/18/2023
GRTRBL,1.00,PC,21.89,33119,10,"Quantity: 75  SQFT",10/18/2023
A000,16100.00,SF,4.43,33118,1,"PCT Floor Tile - Centura, Glocal 300X600 full range of colour 
",10/18/2023
A000,16100.00,SF,4.43,33118,2,"PCT Floor Tile - Centura, Glocal 300X600 full range of colour 
",10/18/2023
A000,2950.00,SF,4.43,33118,3,"PCT Tile Base - Centura Glocal 600 X 100 (300x600) high base, full range of colour
",10/18/2023
A000,2950.00,SF,4.43,33118,4,"PCT Tile Base - Centura Glocal 600 X 100 (300x600) high base, full range of colour
",10/18/2023
A000,450.00,SF,3.95,33118,5,"Wall Tile - Centura Ral-Vision, 100 X 300, up to four colours",10/18/2023
A000,450.00,SF,3.95,33118,6,"Wall Tile - Centura Ral-Vision, 100 X 300, up to four colours",10/18/2023
A000,23.00,SF,3.99,33118,7,"Shower Floor Tile - Centura Plan Techno 50 X 50 unglazed tile up to three colours",10/18/2023
A000,23.00,SF,3.99,33118,8,"Shower Floor Tile - Centura Plan Techno 50 X 50 unglazed tile up to three colours",10/18/2023
GRTRBL,1.00,PC,21.89,33118,9,"Quantity: 75  SQFT",10/18/2023
GRTRBL,1.00,PC,21.89,33118,10,"Quantity: 75  SQFT",10/18/2023
KPUSS03,1.00,SF,5.99,33117,1,"3pcs per box",10/18/2023
KPUSS03,1.00,SF,5.99,33117,2,"3pcs per box",10/18/2023
KPUSS03,1.00,SF,5.99,33117,3,"3pcs per box",10/18/2023
KPUSS03,1.00,SF,5.99,33117,4,"3pcs per box",10/18/2023
A000,1.00,PC,12.99,33117,5,"Piemme 3X32 Purestone Grigio Natural - This is a special ordered item allow 12 weeks to order.",10/18/2023
A000,1.00,PC,12.99,33117,6,"Piemme 3X32 Purestone Grigio Natural - This is a special ordered item allow 12 weeks to order.",10/18/2023
A000,1.00,PC,12.99,33117,7,"Piemme 3X32 Purestone Grigio Natural - This is a special ordered item allow 12 weeks to order.",10/18/2023
A000,1.00,PC,12.99,33117,8,"Piemme 3X32 Purestone Grigio Natural - This is a special ordered item allow 12 weeks to order.",10/18/2023
KPUSS03,1.00,SF,5.99,33116,1,"3pcs per box",10/18/2023
A000,1.00,PC,12.99,33116,2,"Piemme 3X32 Purestone Grigio Natural - This is a special ordered item allow 12 weeks to order.",10/18/2023
