"Item ID","Unit Qty",UOM,Unit_Price,Quote_Number,"Sort ID",Note,approve_date
A000,620.00,SF,4.91,32720,1,"Mea Lapis Colour Grigio Scuro 24”x24” (natural)",06/05/2023
A000,620.00,SF,4.91,32720,2,"Mea Lapis Colour Grigio Scuro 24”x24” (natural)",06/05/2023
A000,1880.00,SF,4.91,32720,3,"Mea Lapis Colour Grigio Chiaro 24”x24” (natural)",06/05/2023
A000,1880.00,SF,4.91,32720,4,"Mea Lapis Colour Grigio Chiaro 24”x24” (natural)",06/05/2023
A000,1.00,PC,.00,32720,5,"Venture carpet tile 20”x20” Bytown colour Espace 15413  – Must be purchased through Venture Direct",06/05/2023
A000,1.00,PC,.00,32720,6,"Venture carpet tile 20”x20” Bytown colour Espace 15413  – Must be purchased through Venture Direct",06/05/2023
A000,1.00,PC,.00,32720,7,"Venture carpet tile 20”x20” Bytown colour Canal 40203 - Must be purchased through Venture Direct",06/05/2023
A000,1.00,PC,.00,32720,8,"Venture carpet tile 20”x20” Bytown colour Canal 40203 - Must be purchased through Venture Direct",06/05/2023
A000,1.00,SF,4.43,32720,9,"Mea Lapis chiaro 12x24 (Natural)",06/05/2023
A000,1.00,SF,4.43,32720,10,"Mea Lapis chiaro 12x24 (Natural)",06/05/2023
A000,4300.00,SYD,24.58,32719,1,"Forbo Sphera Element 50003 Light Neutral Grey
",06/05/2023
A000,1.00,EA,36.53,32719,2,"Forbo Sphera Weld 164’ coil",06/05/2023
V8854G,1.00,EA,193.27,32719,3,"700 sqft coverage",06/05/2023
A000,4300.00,SYD,24.58,32718,1,"Forbo Sphera Element 50003 Light Neutral Grey
",06/05/2023
A000,4300.00,SYD,24.58,32718,2,"Forbo Sphera Element 50003 Light Neutral Grey
",06/05/2023
A000,1.00,EA,36.53,32718,3,"Forbo Sphera Weld 164’ coil",06/05/2023
A000,1.00,EA,36.53,32718,4,"Forbo Sphera Weld 164’ coil",06/05/2023
V8854G,1.00,EA,193.27,32718,5,"700 sqft coverage",06/05/2023
V8854G,1.00,EA,193.27,32718,6,"700 sqft coverage",06/05/2023
A000,1.00,SF,7.59,32717,1,"PCT-01A Mirage Norr 2.0 Melk Fine RR14 Natural 24x48",06/05/2023
A000,1.00,SF,7.59,32717,2,"PCT-01A Mirage Norr 2.0 Melk Fine RR14 Natural 24x48",06/05/2023
A000,1.00,SF,7.59,32717,3,"PCT-01A Mirage Norr 2.0 Melk Fine RR14 Natural 24x48",06/05/2023
A000,1.00,SF,7.59,32717,4,"PCT-01A Mirage Norr 2.0 Melk Fine RR14 Natural 24x48",06/05/2023
A000,1.00,SF,6.40,32717,5,"PCT-01B Mirage Norr 2.0 Melk Fine RR14 Natural 24x24",06/05/2023
A000,1.00,SF,6.40,32717,6,"PCT-01B Mirage Norr 2.0 Melk Fine RR14 Natural 24x24",06/05/2023
A000,1.00,SF,6.40,32717,7,"PCT-01B Mirage Norr 2.0 Melk Fine RR14 Natural 24x24",06/05/2023
A000,1.00,SF,6.40,32717,8,"PCT-01B Mirage Norr 2.0 Melk Fine RR14 Natural 24x24",06/05/2023
A000,1.00,SF,7.59,32717,9,"PCT-01C Mirage Norr 2.0 Melk Fine RR14 Natural 24x48",06/05/2023
A000,1.00,SF,7.59,32717,10,"PCT-01C Mirage Norr 2.0 Melk Fine RR14 Natural 24x48",06/05/2023
A000,1.00,SF,7.59,32717,11,"PCT-01C Mirage Norr 2.0 Melk Fine RR14 Natural 24x48",06/05/2023
A000,1.00,SF,7.59,32717,12,"PCT-01C Mirage Norr 2.0 Melk Fine RR14 Natural 24x48",06/05/2023
A000,1.00,SF,7.16,32717,13,"PCT-03A Mirage Lemmy Venom SP LY04 6x48",06/05/2023
A000,1.00,SF,7.16,32717,14,"PCT-03A Mirage Lemmy Venom SP LY04 6x48",06/05/2023
A000,1.00,SF,7.16,32717,15,"PCT-03A Mirage Lemmy Venom SP LY04 6x48",06/05/2023
A000,1.00,SF,7.16,32717,16,"PCT-03A Mirage Lemmy Venom SP LY04 6x48",06/05/2023
A000,1.00,SF,10.29,32717,17,"PCT-03B Mirage Lemmy Venom SP LY04 1200 x 2780 x 6m",06/05/2023
A000,1.00,SF,10.29,32717,18,"PCT-03B Mirage Lemmy Venom SP LY04 1200 x 2780 x 6m",06/05/2023
A000,1.00,SF,10.29,32717,19,"PCT-03B Mirage Lemmy Venom SP LY04 1200 x 2780 x 6m",06/05/2023
A000,1.00,SF,10.29,32717,20,"PCT-03B Mirage Lemmy Venom SP LY04 1200 x 2780 x 6m",06/05/2023
A000,6500.00,SF,2.85,32717,21,"CT -XX1 - Centura 12x24 Roca - Mex",06/05/2023
A000,6500.00,SF,2.85,32717,22,"CT -XX1 - Centura 12x24 Roca - Mex",06/05/2023
A000,6500.00,SF,2.85,32717,23,"CT -XX1 - Centura 12x24 Roca - Mex",06/05/2023
