"Item ID","Unit Qty",UOM,Unit_Price,Quote_Number,"Sort ID",Note,approve_date
A000,1250.00,SF,1.83,32866,1,"Dura 6X48 Contract Vista - Color TBD (*Laurentian is no longer available* )",07/18/2023
A000,1250.00,SF,1.83,32866,2,"Dura 6X48 Contract Vista - Color TBD (*Laurentian is no longer available* )",07/18/2023
A000,1.00,SF,18.67,32866,3,"I Classici Staturaio 63x126 Bookmatch Glossy
",07/18/2023
A000,1.00,SF,18.67,32866,4,"I Classici Staturaio 63x126 Bookmatch Glossy
",07/18/2023
756427,1.00,SF,16.54,32866,5,"Qty TBD",07/18/2023
756427,1.00,SF,16.54,32866,6,"Qty TBD",07/18/2023
PE2005290,75.00,SF,14.76,32866,7,,07/18/2023
PE2005290,75.00,SF,14.76,32866,8,,07/18/2023
S210HON,35.00,SF,18.10,32866,9,,07/18/2023
S210HON,35.00,SF,18.10,32866,10,,07/18/2023
A000,1250.00,SF,1.83,32865,1,"Dura 6X48 Contract Vista - Color TBD (*Laurentian is no longer available* )",07/18/2023
A000,1250.00,SF,1.83,32865,2,"Dura 6X48 Contract Vista - Color TBD (*Laurentian is no longer available* )",07/18/2023
A000,1.00,SF,18.67,32865,3,"I Classici Staturaio 63x126 Bookmatch Glossy
",07/18/2023
A000,1.00,SF,18.67,32865,4,"I Classici Staturaio 63x126 Bookmatch Glossy
",07/18/2023
756427,1.00,SF,16.54,32865,5,"Qty TBD",07/18/2023
756427,1.00,SF,16.54,32865,6,"Qty TBD",07/18/2023
PE2005290,75.00,SF,14.76,32865,7,,07/18/2023
PE2005290,75.00,SF,14.76,32865,8,,07/18/2023
S210HON,35.00,SF,18.10,32865,9,,07/18/2023
S210HON,35.00,SF,18.10,32865,10,,07/18/2023
