Company,Customer,Contact,"Job Name","Quote Expire Date",Quote_Number,Note,approve_date
TOR,11013,90036,"29980 - Canada Square Redevelopment",11/26/2022,29980,"Arch Rep. N/A - ",09/27/2022
TOR,12318,20550,"29979 - Canada Square Redevelopment",11/26/2022,29979,"Arch Rep. N/A - ",09/27/2022
TOR,36502,73794,"29468 - UOVO Condominium - Suite and Com",11/27/2022,29468,"Arch Rep. N/A - -  LEAD TIME IS 10 WEEKS FROM DAY OF ORDER (SUBJECT TO SHIPPING /CONTAINER  PROBLEMS)
- QUOTE EXPIRES IN 90 DAYS 
- MATERIAL MUST BE TAKEN IN REASONABLE PERIOS AS OUTLINED BY MURRAY CLARK AND ROSS KELTIE.
- CENTURA CANNOT AND WILL NOT BE ABLE TO HOLF MATERIAL AND PRICES INDEFINITELY AS OUTLINED BY MURRAY CLARK AND ROSS KELTIE",09/27/2022
